gene,drug_PRL
201988_s_at,12400
201989_s_at,12630
201990_s_at,17961
201991_s_at,20959
201992_s_at,15722
201993_x_at,21580
201994_at,12501
201995_at,22162
201996_s_at,5300
201997_s_at,19386
201998_at,24
201999_s_at,14976
202000_at,16036
202001_s_at,16572
202002_at,7751
202003_s_at,21314
202004_x_at,1053
202005_at,21433
202006_at,10233
202007_at,1630
202008_s_at,19931
202009_at,22121
202010_s_at,12763
202011_at,19530
202012_s_at,14463
202013_s_at,16074
202014_at,14304
202015_x_at,10608
202016_at,13072
202017_at,19748
202018_s_at,5537
202019_s_at,14717
202020_s_at,19691
202021_x_at,14517
202022_at,2520
202023_at,21885
202024_at,21034
202025_x_at,8560
202026_at,18076
202027_at,12950
202028_s_at,18871
202029_x_at,6724
202030_at,21928
202031_s_at,4639
202032_s_at,15650
202033_s_at,19301
202034_x_at,21019
202035_s_at,1851
202036_s_at,7515
202037_s_at,1274
202038_at,12210
202039_at,18755
202040_s_at,8994
202041_s_at,13111
202042_at,16139
202043_s_at,20811
202044_at,9682
202045_s_at,13107
202046_s_at,17278
202047_s_at,19401
202048_s_at,10337
202049_s_at,18518
202050_s_at,18068
202051_s_at,15167
202052_s_at,13504
202053_s_at,9776
202054_s_at,16308
202055_at,12869
202056_at,14414
202057_at,18439
202058_s_at,9699
202059_s_at,18823
202060_at,16463
202061_s_at,7781
202062_s_at,17466
202063_s_at,9129
202064_s_at,5991
202065_s_at,19167
202066_at,14667
202067_s_at,6836
202068_s_at,5410
202069_s_at,20445
202070_s_at,15630
202071_at,11906
202072_at,17331
202073_at,12060
202074_s_at,5903
202075_s_at,14265
202076_at,18638
202077_at,14993
202078_at,20721
202079_s_at,14959
202080_s_at,12946
202081_at,10222
202082_s_at,5140
202083_s_at,11957
202084_s_at,18767
202085_at,18875
202086_at,165
202087_s_at,15741
202088_at,16420
202089_s_at,15711
202090_s_at,9096
202091_at,16935
202092_s_at,14501
202093_s_at,18250
202094_at,20302
202095_s_at,21430
202096_s_at,19073
202097_at,15525
202098_s_at,12777
202099_s_at,14066
202100_at,14657
202101_s_at,14500
202102_s_at,18855
202103_at,20449
202104_s_at,17910
202105_at,8702
202106_at,11431
202107_s_at,13784
202108_at,11030
202109_at,15322
202110_at,14134
202111_at,4113
202112_at,1418
202113_s_at,19586
202114_at,21270
202115_s_at,20089
202116_at,10050
202117_at,12433
202118_s_at,9186
202119_s_at,15029
202120_x_at,17283
202121_s_at,18391
202122_s_at,16007
202123_s_at,17419
202124_s_at,19444
202125_s_at,18714
202126_at,22102
202127_at,18639
202128_at,21351
202129_s_at,12539
202130_at,14458
202131_s_at,12559
202132_at,12949
202133_at,16031
202134_s_at,11989
202135_s_at,18278
202136_at,14168
202137_s_at,15363
202138_x_at,5960
202139_at,5610
202140_s_at,7671
202141_s_at,19234
202142_at,19781
202143_s_at,8617
202144_s_at,10045
202145_at,6327
202146_at,18669
202147_s_at,19384
202148_s_at,18437
202149_at,10911
202150_s_at,14729
202151_s_at,14752
202152_x_at,17902
202153_s_at,14403
202154_x_at,7625
202155_s_at,7224
202156_s_at,4326
202157_s_at,2925
202158_s_at,8440
202159_at,13057
202160_at,20210
202161_at,18475
202162_s_at,16330
202163_s_at,16403
202164_s_at,18766
202165_at,8276
202166_s_at,18205
202167_s_at,19163
202168_at,17114
202169_s_at,18069
202170_s_at,13710
202171_at,14531
202172_at,16361
202173_s_at,22212
202174_s_at,18728
202175_at,20276
202176_at,15050
202177_at,10885
202178_at,16275
202179_at,3157
202180_s_at,15436
202181_at,21980
202182_at,11342
202183_s_at,17404
202184_s_at,19681
202185_at,4974
202186_x_at,3563
202187_s_at,21373
202188_at,16687
202189_x_at,2559
202190_at,3918
202191_s_at,16804
202192_s_at,4201
202193_at,14571
202194_at,14644
202195_s_at,9160
202196_s_at,10465
202197_at,15283
202198_s_at,20201
202199_s_at,17698
202200_s_at,15734
202201_at,15520
202202_s_at,5309
202203_s_at,12517
202204_s_at,11986
202205_at,21786
202206_at,16763
202207_at,20278
202208_s_at,382
202209_at,6129
202210_x_at,11711
202211_at,11448
202212_at,10714
202213_s_at,18054
202214_s_at,17755
202215_s_at,18878
202216_x_at,19442
202217_at,13717
202218_s_at,11075
202219_at,14183
202220_at,19703
202221_s_at,22210
202222_s_at,3941
202223_at,21272
202224_at,14854
202225_at,17544
202226_s_at,9108
202227_s_at,13164
202228_s_at,15013
202229_s_at,9403
202230_s_at,21187
202231_at,16216
202232_s_at,17304
202233_s_at,11628
202234_s_at,20074
202235_at,6918
202236_s_at,17833
202237_at,7648
202238_s_at,4594
202239_at,11056
202240_at,16260
202241_at,10292
202242_at,5788
202243_s_at,8413
202244_at,11612
202245_at,11315
202246_s_at,11168
202247_s_at,7079
202248_at,16399
202249_s_at,7211
202250_s_at,9689
202251_at,19943
202252_at,17604
202253_s_at,17772
202254_at,10897
202255_s_at,21120
202256_at,19551
202257_s_at,11244
202258_s_at,18659
202259_s_at,21044
202260_s_at,17770
202261_at,12523
202262_x_at,8357
202263_at,5736
202264_s_at,19889
202265_at,16873
202266_at,21275
202267_at,9
202268_s_at,13306
202269_x_at,12967
202270_at,2926
202271_at,19315
202272_s_at,18241
202273_at,5510
202274_at,18117
202275_at,766
202276_at,4984
202277_at,18715
202278_s_at,15115
202279_at,18785
202280_at,3794
202281_at,17337
202282_at,6579
202283_at,12332
202284_s_at,1363
202285_s_at,10123
202286_s_at,12575
202287_s_at,5756
202288_at,18414
202289_s_at,7901
202290_at,9675
202291_s_at,17736
202292_x_at,19440
202293_at,6982
202294_at,20353
202295_s_at,9138
202296_s_at,9133
202297_s_at,12536
202298_at,8591
202299_s_at,12582
202300_at,13406
202301_s_at,16547
202302_s_at,14098
202303_x_at,14901
202304_at,13180
202305_s_at,5059
202306_at,9941
202307_s_at,3167
202308_at,12099
202309_at,16118
202310_s_at,18234
202311_s_at,8494
202312_s_at,14588
202313_at,16979
202314_at,21596
202315_s_at,21096
202316_x_at,9499
202317_s_at,18243
202318_s_at,21412
202319_at,21261
202320_at,21774
202321_at,20138
202322_s_at,9115
202323_s_at,19656
202324_s_at,14216
202325_s_at,17603
202326_at,14898
202327_s_at,1494
202328_s_at,21986
202329_at,20192
202330_s_at,17583
202331_at,19918
202332_at,6182
202333_s_at,13161
202334_s_at,8771
202335_s_at,4567
202336_s_at,17218
202337_at,19017
202338_at,17152
202339_at,20464
202340_x_at,18955
202341_s_at,10146
202342_s_at,12027
202343_x_at,10967
202344_at,22034
202345_s_at,21640
202346_at,16479
202347_s_at,20918
202348_s_at,12154
202349_at,16585
202350_s_at,19502
202351_at,20604
202352_s_at,6228
202353_s_at,14809
202354_s_at,14288
202355_s_at,17610
202356_s_at,17005
202357_s_at,1898
202358_s_at,16761
202359_s_at,21727
202360_at,17180
202361_at,21450
202362_at,19659
202363_at,9670
202364_at,9621
202365_at,11094
202366_at,12355
202367_at,20555
202368_s_at,22111
202369_s_at,17319
202370_s_at,4953
202371_at,16431
202372_at,13066
202373_s_at,16638
202374_s_at,12388
202375_at,18190
202376_at,21138
202377_at,19567
202378_s_at,14106
202379_s_at,14932
202380_s_at,17415
202381_at,17533
202382_s_at,15238
202383_at,20306
202384_s_at,22275
202385_s_at,3684
202386_s_at,13920
202387_at,8468
202388_at,30
202389_s_at,1443
202390_s_at,13031
202391_at,13119
202392_s_at,4121
202393_s_at,12271
202394_s_at,18245
202395_at,16747
202396_at,19982
202397_at,6184
202398_at,16087
202399_s_at,12065
202400_s_at,5118
202401_s_at,10607
202402_s_at,13482
202403_s_at,9888
202404_s_at,6074
202405_at,5715
202406_s_at,20900
202407_s_at,8111
202408_s_at,10255
202409_at,9509
202410_x_at,5356
202411_at,6524
202412_s_at,14757
202413_s_at,15135
202414_at,10928
202415_s_at,14904
202416_at,3482
202417_at,14514
202418_at,15388
202419_at,17649
202420_s_at,9441
202421_at,19626
202422_s_at,17683
202423_at,21626
202424_at,11737
202425_x_at,20641
202426_s_at,20228
202427_s_at,16340
202428_x_at,2574
202429_s_at,13718
202430_s_at,20763
202431_s_at,8633
202432_at,21796
202433_at,16336
202434_s_at,14646
202435_s_at,19072
202436_s_at,10792
202437_s_at,11847
202438_x_at,11418
202439_s_at,11215
202440_s_at,10671
202441_at,20303
202442_at,17781
202443_x_at,21184
202444_s_at,11387
202445_s_at,14175
202446_s_at,15698
202447_at,17817
202448_s_at,2352
202449_s_at,18039
202450_s_at,16106
202451_at,11230
202452_at,11716
202453_s_at,11933
202454_s_at,21698
202455_at,13892
202456_s_at,14117
202457_s_at,17116
202458_at,11356
202459_s_at,15487
202460_s_at,19089
202461_at,8366
202462_s_at,20923
202463_s_at,6120
202464_s_at,6499
202465_at,3173
202466_at,15344
202467_s_at,10267
202468_s_at,14392
202469_s_at,16855
202470_s_at,18654
202471_s_at,2597
202472_at,17722
202473_x_at,3267
202474_s_at,18389
202475_at,13925
202476_s_at,4170
202477_s_at,20384
202478_at,10213
202479_s_at,2117
202480_s_at,12930
202481_at,8377
202482_x_at,9573
202483_s_at,8060
202484_s_at,17539
202485_s_at,1846
202486_at,8881
202487_s_at,13142
202488_s_at,11575
202489_s_at,4745
202490_at,6132
202491_s_at,20446
202492_at,13309
202493_x_at,3284
202494_at,15921
202495_at,16369
202496_at,15768
202497_x_at,1122
202498_s_at,725
202499_s_at,9047
202500_at,18873
202501_at,21517
202502_at,17161
202503_s_at,5882
202504_at,6199
202505_at,20520
202506_at,8781
202507_s_at,8649
202508_s_at,484
202509_s_at,5927
202510_s_at,4788
202511_s_at,13842
202512_s_at,11643
202513_s_at,16968
202514_at,20631
202515_at,16448
202516_s_at,6693
202517_at,6118
202518_at,17135
202519_at,17215
202520_s_at,18231
202521_at,18509
202522_at,18319
202523_s_at,600
202524_s_at,898
202525_at,18009
202526_at,14047
202527_s_at,14429
202528_at,17420
202529_at,19214
202530_at,21295
202531_at,4930
202532_s_at,20567
202533_s_at,15480
202534_x_at,15314
202535_at,13336
202536_at,19750
202537_s_at,4494
202538_s_at,2178
202539_s_at,14086
202540_s_at,2368
202541_at,19436
202542_s_at,3369
202543_s_at,15980
202544_at,18051
202545_at,4913
202546_at,11684
202547_s_at,17133
202548_s_at,9406
202549_at,14317
202550_s_at,20375
202551_s_at,9703
202552_s_at,19068
202553_s_at,19323
202554_s_at,17711
202555_s_at,6759
202556_s_at,20331
202557_at,17815
202558_s_at,20015
202559_x_at,16126
202560_s_at,19861
202561_at,22218
202562_s_at,2254
202563_at,19927
202564_x_at,21007
202565_s_at,8924
202566_s_at,20084
202567_at,16480
202568_s_at,5956
202569_s_at,20665
202570_s_at,17871
202571_s_at,3028
202572_s_at,8834
202573_at,19715
202574_s_at,13232
202575_at,4677
202576_s_at,6442
202577_s_at,20431
202578_s_at,20041
202579_x_at,11795
202580_x_at,21262
202581_at,9894
202582_s_at,18788
202583_s_at,15705
202584_at,14169
202585_s_at,15454
202586_at,22092
202587_s_at,17346
202588_at,7705
202589_at,16135
202590_s_at,17672
202591_s_at,20076
202592_at,701
202593_s_at,13277
202594_at,10708
202595_s_at,15198
202596_at,16595
202597_at,1936
202598_at,13674
202599_s_at,4302
202600_s_at,12768
202601_s_at,16373
202602_s_at,19840
202603_at,18423
202604_x_at,4398
202605_at,12429
202606_s_at,20572
202607_at,12438
202608_s_at,14689
202609_at,18487
202610_s_at,19331
202611_s_at,21920
202612_s_at,2646
202613_at,16576
202614_at,17547
202615_at,19560
202616_s_at,12608
202617_s_at,20706
202618_s_at,17936
202619_s_at,10113
202620_s_at,4551
202621_at,12216
202622_s_at,17238
202623_at,18138
202624_s_at,20393
202625_at,18951
202626_s_at,15703
202627_s_at,4991
202628_s_at,11432
202629_at,18783
202630_at,20964
202631_s_at,17750
202632_at,21309
202633_at,17129
202634_at,14527
202635_s_at,9649
202636_at,18023
202637_s_at,7110
202638_s_at,8635
202639_s_at,5116
202640_s_at,12710
202641_at,18814
202642_s_at,20667
202643_s_at,15039
202644_s_at,14063
202645_s_at,16050
202646_s_at,14306
202647_s_at,14513
202648_at,20897
202649_x_at,14541
202650_s_at,22213
202651_at,17951
202652_at,3048
202653_s_at,21279
202654_x_at,13600
202655_at,19585
202656_s_at,11389
202657_s_at,10364
202658_at,8778
202659_at,16711
202660_at,19272
202661_at,14791
202662_s_at,3485
202663_at,19144
202664_at,14664
202665_s_at,14473
202666_s_at,20633
202667_s_at,11483
202668_at,20397
202669_s_at,13427
202670_at,13374
202671_s_at,17541
202672_s_at,15990
202673_at,17668
202674_s_at,8740
202675_at,13462
202676_x_at,7600
202677_at,13905
202678_at,14728
202679_at,16803
202680_at,5601
202681_at,16010
202682_s_at,20243
202683_s_at,18772
202684_s_at,20063
202685_s_at,5034
202686_s_at,1346
202687_s_at,15310
202688_at,9352
202689_at,12599
202690_s_at,13653
202691_at,7303
202692_s_at,20433
202693_s_at,18244
202694_at,2245
202695_s_at,7997
202696_at,11280
202697_at,7587
202698_x_at,8412
202699_s_at,4916
202700_s_at,1680
202701_at,6401
202702_at,20497
202703_at,21873
202704_at,20624
202705_at,20215
202706_s_at,12708
202707_at,11047
202708_s_at,18431
202709_at,21212
202710_at,17758
202711_at,6460
202712_s_at,12342
202713_s_at,18008
202714_s_at,7006
202715_at,19666
202716_at,12987
202717_s_at,14872
202718_at,16646
202719_s_at,20300
202720_at,15114
202721_s_at,3734
202722_s_at,19915
202723_s_at,9725
202724_s_at,14441
202725_at,20277
202726_at,17040
202727_s_at,13242
202728_s_at,7935
202729_s_at,15476
202730_s_at,7814
202731_at,17216
202732_at,15470
202733_at,8637
202734_at,5757
202735_at,17393
202736_s_at,9615
202737_s_at,12281
202738_s_at,17979
202739_s_at,7271
202740_at,17908
202741_at,15907
202742_s_at,10870
202743_at,17549
202744_at,18570
202745_at,20208
202746_at,3014
202747_s_at,8119
202748_at,7716
202749_at,18007
202750_s_at,20246
202751_at,10661
202752_x_at,5412
202753_at,15194
202754_at,18302
202755_s_at,16908
202756_s_at,21453
202757_at,17481
202758_s_at,20378
202759_s_at,8090
202760_s_at,7048
202761_s_at,11898
202762_at,14700
202763_at,3991
202764_at,8930
202765_s_at,5083
202766_s_at,9479
202767_at,19370
202768_at,7461
202769_at,21068
202770_s_at,17072
202771_at,21542
202772_at,15408
202773_s_at,2434
202774_s_at,14096
202775_s_at,13206
202776_at,20749
202777_at,17714
202778_s_at,20651
202779_s_at,14204
202780_at,21480
202781_s_at,5310
202782_s_at,19924
202783_at,19203
202784_s_at,18413
202785_at,15747
202786_at,20726
202787_s_at,13197
202788_at,10559
202789_at,8837
202790_at,7251
202791_s_at,14605
202792_s_at,16704
202793_at,3767
202794_at,14104
202795_x_at,7696
202796_at,6996
202797_at,16699
202798_at,12311
202799_at,13991
202800_at,11502
202801_at,10804
202802_at,15635
202803_s_at,9161
202804_at,12118
202805_s_at,16294
202806_at,19731
202807_s_at,11399
202808_at,21483
202809_s_at,16098
202810_at,2968
202811_at,7718
202812_at,19100
202813_at,20334
202814_s_at,16076
202815_s_at,18160
202816_s_at,5784
202817_s_at,21134
202818_s_at,10963
202819_s_at,17595
202820_at,20965
202821_s_at,16535
202822_at,17368
202823_at,22129
202824_s_at,18604
202825_at,17903
202826_at,21552
202827_s_at,13189
202828_s_at,2170
202829_s_at,18303
202830_s_at,21215
202831_at,21287
202832_at,10937
202833_s_at,1808
202834_at,3529
202835_at,21492
202836_s_at,14081
202837_at,2683
202838_at,19811
202839_s_at,18656
202840_at,8397
202841_x_at,11742
202842_s_at,7456
202843_at,21942
202844_s_at,6234
202845_s_at,16543
202846_s_at,6501
202847_at,10633
202848_s_at,6122
202849_x_at,12778
202850_at,18686
202851_at,21758
202852_s_at,3627
202853_s_at,18181
202854_at,11386
202855_s_at,9588
202856_s_at,4674
202857_at,5857
202858_at,1997
202859_x_at,3944
202860_at,21844
202861_at,11310
202862_at,11144
202863_at,10730
202864_s_at,18528
202865_at,19640
202866_at,20455
202867_s_at,10824
202868_s_at,6774
202869_at,5924
202870_s_at,16493
202871_at,9399
202872_at,16363
202873_at,5301
202874_s_at,8919
202875_s_at,22278
202876_s_at,7483
202877_s_at,5792
202878_s_at,4965
202879_s_at,8073
202880_s_at,20132
202881_x_at,10155
202882_x_at,12104
202883_s_at,18835
202884_s_at,19014
202885_s_at,12850
202886_s_at,3331
202887_s_at,6102
202888_s_at,1410
202889_x_at,13380
202890_at,15989
202891_at,11736
202892_at,20906
202893_at,17109
202894_at,13483
202895_s_at,5245
202896_s_at,13367
202897_at,8079
202898_at,16841
202899_s_at,11970
2028_s_at,4047
202900_s_at,17309
202901_x_at,9910
202902_s_at,429
202903_at,15362
202904_s_at,20330
202905_x_at,10487
202906_s_at,20911
202907_s_at,21821
202908_at,6744
202909_at,21117
202910_s_at,10057
202911_at,21773
202912_at,17728
202913_at,18276
202914_s_at,15786
202915_s_at,17820
202916_s_at,17327
202917_s_at,10468
202918_s_at,16527
202919_at,13113
202920_at,1378
202921_s_at,8890
202922_at,9836
202923_s_at,9488
202924_s_at,6416
202925_s_at,21941
202926_at,16358
202927_at,13429
202928_s_at,10531
202929_s_at,16714
202930_s_at,16089
202931_x_at,11534
202932_at,16451
202933_s_at,15132
202934_at,19248
202935_s_at,9079
202936_s_at,625
202937_x_at,12512
202938_x_at,14862
202939_at,18225
202940_at,10693
202941_at,18471
202942_at,14677
202943_s_at,19257
202944_at,11618
202945_at,20468
202946_s_at,19374
202947_s_at,2120
202948_at,20786
202949_s_at,2686
202950_at,19139
202951_at,16256
202952_s_at,19101
202953_at,6249
202954_at,3022
202955_s_at,13298
202956_at,17911
202957_at,7753
202958_at,13813
202959_at,16442
202960_s_at,19008
202961_s_at,9122
202962_at,606
202963_at,18066
202964_s_at,13457
202965_s_at,5592
202966_at,493
202967_at,8125
202968_s_at,12215
202969_at,16459
202970_at,13856
202971_s_at,20401
202972_s_at,10428
202973_x_at,605
202974_at,8115
202975_s_at,10556
202976_s_at,16663
202977_s_at,6584
202978_s_at,13345
202979_s_at,18950
202980_s_at,20256
202981_x_at,13745
202982_s_at,9367
202983_at,19737
202984_s_at,17751
202985_s_at,17839
202986_at,17984
202987_at,11968
202988_s_at,3386
202989_at,2296
202990_at,6406
202991_at,4847
